number;title;timestamp
7495;" Night time road crossing near Strawberry Arizona""";1983-12-30T12:00:00Z
7505; Woman sees creature by dog kennels in area close to Lake O' the Pines.2003-11-29T12:00:00Z;2003-11-29T12:00:00Z
7514; Video footage shot at dusk shows a primate in a tree in the background.1997-05-23T12:00:00Z;1997-05-23T12:00:00Z
7519; Bigfoot runs across road in front of woman in car near Pecan Gap2003-12-08T12:00:00Z;2003-12-08T12:00:00Z
7534; Sighting on Brazos River near Lake Whitney2003-12-10T12:00:00Z;2003-12-10T12:00:00Z
7537; Sasquatch crosses road in Coast Range in front of car2003-12-08T12:00:00Z;2003-12-08T12:00:00Z
7546; Driver and child see a bigfoot on side of the road.2003-12-12T12:00:00Z;2003-12-12T12:00:00Z
7548;" In Woodville woman sees bigfoot in back yard.""";2003-12-12T12:00:00Z
7552; Man has early morning encounter with unidentified creature2003-12-12T12:00:00Z;2003-12-12T12:00:00Z
7555; Two Young Fishermen Have Mid-day Encounter at Lake Shasta1977-08-01T12:00:00Z;1977-08-01T12:00:00Z
7558; Military police find tracks at Ft.Leavenworth2005-01-08T12:00:00Z;2005-01-08T12:00:00Z
7562; Hunter briefly observes a stationary upright animal before it runs away1973-11-15T12:00:00Z;1973-11-15T12:00:00Z
7566; Bow hunter has daylight sighting near Alpine.1993-09-04T12:00:00Z;1993-09-04T12:00:00Z
7567; Family experiences activity near Ector.2003-12-15T12:00:00Z;2003-12-15T12:00:00Z
7568; US Air Force retiree encounters bigfoot in Sulphur River bottoms near Cooper Lake2003-12-16T12:00:00Z;2003-12-16T12:00:00Z
7575; Military man and wife experience loud howling and shaking of mobile home near the Ohoopee River1982-11-23T12:00:00Z;1982-11-23T12:00:00Z
7580; Man shares encounters of an unknown subject2004-11-16T12:00:00Z;2004-11-16T12:00:00Z
7593; Stevenson Ridge vocalization startles father and son2005-02-05T12:00:00Z;2005-02-05T12:00:00Z
7604; Possible bigfoot activity near Walker County line.2004-01-09T12:00:00Z;2004-01-09T12:00:00Z
7627; Man recalls childhood encounter near Hudson2004-02-15T12:00:00Z;2004-02-15T12:00:00Z
7632; Bigfoots observed demonstrating intimidation behavior near Lake Tawakoni2003-12-24T12:00:00Z;2003-12-24T12:00:00Z
7642;" Two men find rockpiles nest at Abiqua River""";1980-07-15T12:00:00Z
7649;" Truck driver has early morning encounter near Gary Texas""";2003-12-28T12:00:00Z
7652; Encounter near Sulphur River not far from Sulphur Springs2004-01-09T12:00:00Z;2004-01-09T12:00:00Z
7653; Two brothers have early morning encounter2005-02-01T12:00:00Z;2005-02-01T12:00:00Z
7658; Hiker encounters large footprints1976-05-15T12:00:00Z;1976-05-15T12:00:00Z
7662; Girls see retreating biped near Molalla River1984-08-15T12:00:00Z;1984-08-15T12:00:00Z
7664; Road cross encounter on Hwy 50 in Sulphur River bottoms2003-12-29T12:00:00Z;2003-12-29T12:00:00Z
7669; Arrowhead hunter has distant encounter in Sulphur River bottoms.2003-12-30T12:00:00Z;2003-12-30T12:00:00Z
7670; Duck hunter has encounter on Lake Cherokee.2003-12-30T12:00:00Z;2003-12-30T12:00:00Z
7671;" Nurse has roadside encounter with """"very large dark figure.""""""";2003-12-30T12:00:00Z
7676; Hunters have strange night experiences near Groundhog Meadow1978-09-15T12:00:00Z;1978-09-15T12:00:00Z
7679; Two people have encounter at Lake Texoma2003-12-31T12:00:00Z;2003-12-31T12:00:00Z
7687; Lone camper hears vocalization2003-08-15T12:00:00Z;2003-08-15T12:00:00Z
7692;" Possible brush nest tracks smell noticed by DeMolay teens visiting rural home Dunellon""";1979-10-01T12:00:00Z
7709; Close roadside encounter of juvenile biped animal near South Haven2005-01-27T12:00:00Z;2005-01-27T12:00:00Z
7715; Duck hunters have early morning encounter1972-10-14T12:00:00Z;1972-10-14T12:00:00Z
7718;" Four teens camping hear grunting or snorting observe creature walk from corn field into the woods""";2003-09-03T12:00:00Z
7727; Mother and daughter find footprints in snow near Judy Gap2004-01-01T12:00:00Z;2004-01-01T12:00:00Z
7731; Hunting Partners Have Early Morning Roadway Sighting1973-10-15T12:00:00Z;1973-10-15T12:00:00Z
7758;" Road encounter with bigfoot near Direct Texas""";2004-01-13T12:00:00Z
7766; Motorist has daylight sighting near Marceline.2004-11-21T12:00:00Z;2004-11-21T12:00:00Z
7773; Hunters hear late night screams in the Trinity Alps Wilderness1980-09-30T12:00:00Z;1980-09-30T12:00:00Z
7785; Family in small boat hears animal retreating and finds prints1963-07-15T12:00:00Z;1963-07-15T12:00:00Z
7789; Members of Job Corps group have several encounters1979-10-15T12:00:00Z;1979-10-15T12:00:00Z
7792; Woman has nighttime sighting from truck1998-01-31T12:00:00Z;1998-01-31T12:00:00Z
7800; Odd sounds and animal behavior from the forest cause woman concern.2000-07-15T12:00:00Z;2000-07-15T12:00:00Z
7802; Teenager hears vocalization at night and has possible sighting not far from Sabine River.2004-10-03T12:00:00Z;2004-10-03T12:00:00Z
7803; Three college students witness a large creature standing just off of the railroad tracks.1980-07-01T12:00:00Z;1980-07-01T12:00:00Z
7804; Family has two late night sightings near Nevada City2004-01-04T12:00:00Z;2004-01-04T12:00:00Z
7809; Teen has nighttime sighting near Fontenelle Forest2005-01-06T12:00:00Z;2005-01-06T12:00:00Z
7815; Man while checking spooked cattle with his grandfather observes 8'-9' bipedal animal leaning against tree2003-08-12T12:00:00Z;2003-08-12T12:00:00Z
7827; Two hunters recount late morning sighting near Hotchkiss1994-09-15T12:00:00Z;1994-09-15T12:00:00Z
7830;" Two teenagers witness something running from a pack of dogs on two legs screaming very loud. The next day large five toed tracks are found""";1967-07-01T12:00:00Z
7832; A man has heard similar cries in the night for over 15 years that were noted in another BFRO report from the same location1987-07-01T12:00:00Z;1987-07-01T12:00:00Z
7835; Unseen animal intimidates fishermen on Colorado River near Lake Spence.2004-01-22T12:00:00Z;2004-01-22T12:00:00Z
7836; Horse rider has daytime encounter near San Angelo.2004-11-19T12:00:00Z;2004-11-19T12:00:00Z
7860; Hunter has daytime sighting near Dos Rios1974-09-01T12:00:00Z;1974-09-01T12:00:00Z
7870; Frightened teen deer hunter feels stalked by large hairy bipedal animal1996-10-01T12:00:00Z;1996-10-01T12:00:00Z
7872; Camper hears strange screams at Indian Lake1999-05-28T12:00:00Z;1999-05-28T12:00:00Z
7890; Two hunters experience vocalizations and encounter very large unknown animal2001-01-01T12:00:00Z;2001-01-01T12:00:00Z
7904; Woman observes small bipedal creature cross 441 near Ft. Drum2004-01-18T12:00:00Z;2004-01-18T12:00:00Z
7907;" Family has encounters on private hunting land in Red River - Sulphur River corridor.""";2004-01-30T12:00:00Z
7911; Possible stalking at Echo Lake near Campbell River2000-08-15T12:00:00Z;2000-08-15T12:00:00Z
7932; A young hunter witness's a seven foot tall creature less than 25 feet away2002-12-01T12:00:00Z;2002-12-01T12:00:00Z
7936; Three people driving slow down to witness a dark biped walking toward the wood line near the Rock Mill Wildlife area2000-06-29T12:00:00Z;2000-06-29T12:00:00Z
7939;" Powerful vocalizations heard near town of Albion NY""";2002-08-22T12:00:00Z
7940;" Bother and sister are followed by a brown hairy creature walking on two legs""";1980-08-25T12:00:00Z
7943; Childhood incident near Trenton - possilble sighting & tracks.2007-02-22T12:00:00Z;2007-02-22T12:00:00Z
7954; Boater finds footprints on bank of Rogue River1975-09-15T12:00:00Z;1975-09-15T12:00:00Z
7957; Two hunters hear repeated loud screams.2003-11-09T12:00:00Z;2003-11-09T12:00:00Z
7963; Sasquatch walks past window of house at night2004-02-09T12:00:00Z;2004-02-09T12:00:00Z
7967; Boaters on the Deschutes hear loud scream from bank1990-07-15T12:00:00Z;1990-07-15T12:00:00Z
7969; Youth hears vocalizations and is trailed while fishing on White River1980-06-15T12:00:00Z;1980-06-15T12:00:00Z
7971; Coon hunter and dogs experience close encounter in Sulphur River bottoms between Doddridge and Fouke.2004-02-19T12:00:00Z;2004-02-19T12:00:00Z
7973; A young teen sees a hairy creature on the family farm while riding his bike.2001-09-25T12:00:00Z;2001-09-25T12:00:00Z
7995; Young teen is chased by a seven foot tall hairy creature2000-05-25T12:00:00Z;2000-05-25T12:00:00Z
8006; Strange vocalizations heard near a ravine just outside of Steubenville.2001-06-01T12:00:00Z;2001-06-01T12:00:00Z
8017;" A family is shocked to see a large hairy creature run across a forest road with a pack of dogs in pursuit""";1987-10-01T12:00:00Z
8022; Couple hears vocalizations on Short Mountain.1981-02-15T12:00:00Z;1981-02-15T12:00:00Z
8025; Camper has night sighting near Crater Lake1983-07-01T12:00:00Z;1983-07-01T12:00:00Z
8026; Child has daytime sighting near Grass Valley2003-12-02T12:00:00Z;2003-12-02T12:00:00Z
8038;" Near Lake Texoma and Hagerman Wildlife Refuge ongoing activity near family home.""";2004-02-19T12:00:00Z
8039;" Deer hunter encounters tall upright hairy creature near Wright Patman Lake""";2004-02-19T12:00:00Z
8042; Bowhunter turns around to see a creature staring at him almost motionless.1996-10-25T12:00:00Z;1996-10-25T12:00:00Z
8059; Teenagers have sighting of two creatures near Albion1966-09-01T12:00:00Z;1966-09-01T12:00:00Z
8060; Brief predawn encounter with a smaller creature near the Obion River2005-01-10T12:00:00Z;2005-01-10T12:00:00Z
8067; Deer hunter encounters bigfoot at Caddo Lake near Karnack2004-02-22T12:00:00Z;2004-02-22T12:00:00Z
8069; Witness hears late night screams near Yreka1994-07-15T12:00:00Z;1994-07-15T12:00:00Z
8083; Boy encounters bigfoot while fishing on a pond just north of Detroit2002-11-02T12:00:00Z;2002-11-02T12:00:00Z
8086;" A series of large human-like footprints are found on a farm near Wayne National Forest""";1958-01-15T12:00:00Z
8107; Ongoing encounters with a bigfoot on family property at Caddo Lake2004-02-27T12:00:00Z;2004-02-27T12:00:00Z
8108; Driver sees a bigfoot cross the road near Harleton2004-02-27T12:00:00Z;2004-02-27T12:00:00Z
8116;" People see large hairy animal near road""";2004-02-28T12:00:00Z
8117; Deer hunter has encounter with bigfoot carrying deer hind quarter2004-02-28T12:00:00Z;2004-02-28T12:00:00Z
8121; Hunting & fishing guide has afternoon encounter in deep woods near Lugerville2004-07-14T12:00:00Z;2004-07-14T12:00:00Z
8130; Tribal government employee photographs line of tracks in snow2004-02-26T12:00:00Z;2004-02-26T12:00:00Z
8165; Rash of sighting reports from multiple witnesses2004-02-22T12:00:00Z;2004-02-22T12:00:00Z
8171; Nighttime Sighting on County Road2004-05-09T12:00:00Z;2004-05-09T12:00:00Z
8184;" Large Footprints Found Vocalizations Heard by Vacationer Near Lake Shasta""";1984-08-01T12:00:00Z
8197; Hartstene Island homeowners find footprints and hear strange vocalizations2004-06-08T12:00:00Z;2004-06-08T12:00:00Z
8226; Campers hear late night screams near Arnold2003-08-07T12:00:00Z;2003-08-07T12:00:00Z
8227;" Driver stops approaches bigfoot on foot around midnight on Hwy 138 4 miles W of Glide""";2002-10-15T12:00:00Z
8234; Couple see large prints near Orick2003-06-28T12:00:00Z;2003-06-28T12:00:00Z
8236;" Two girls witness a large hair covered baboon like creature squatting in the middle of the road""";1984-01-15T12:00:00Z
8251; Young deerhunters see moving biped shape and later hear vocalizations.1985-10-25T12:00:00Z;1985-10-25T12:00:00Z
8259; Hunters find scat and have large rock thrown at them1970-11-15T12:00:00Z;1970-11-15T12:00:00Z
8289; Tracks found and other encounters in area near Lake o' the Pines.2004-03-01T12:00:00Z;2004-03-01T12:00:00Z
8316; Father and daughter have nighttime sighting2004-03-18T12:00:00Z;2004-03-18T12:00:00Z
8339; Couple has sighting of something standing on a gravel road2004-11-08T12:00:00Z;2004-11-08T12:00:00Z
8351; Father describes possible late night vocalizations heard by his boys near Willis1999-06-19T12:00:00Z;1999-06-19T12:00:00Z
8375;" While constructing """"fort"""" young teenager has afternoon sighting in Amboy off Rotschy Road""";1993-02-15T12:00:00Z
8376; Hog hunter encounters unknown animal near Sabine River.2004-03-25T12:00:00Z;2004-03-25T12:00:00Z
8381; Young man has midnight close encounter.2004-03-26T12:00:00Z;2004-03-26T12:00:00Z
8389; Young man sees strange animal running down road under streetlight.2004-03-27T12:00:00Z;2004-03-27T12:00:00Z
8392; Sasquatch walks across road near major forest fire2002-07-20T12:00:00Z;2002-07-20T12:00:00Z
8394;" Family has encounters with a large hair covered creature just on the edge of Wayne National Forest""";1979-05-01T12:00:00Z
8405; Early evening road crossing sighting by motorist on Jekyll Island1963-07-04T12:00:00Z;1963-07-04T12:00:00Z
8406;" Encounters with a hairy creature in the same area as the well known """"Minerva monster flap.""""""1978-08-01T12:00:00Z";1978-08-01T12:00:00Z
8409; Sasquatch reaches into tent of adult camper1983-05-07T12:00:00Z;1983-05-07T12:00:00Z
8420; Early morning motorist driving to work sees bipedal animal running through field2004-04-03T12:00:00Z;2004-04-03T12:00:00Z
8429; Afternoon sighting by mother and daughter in Honey Island Swamp1997-10-12T12:00:00Z;1997-10-12T12:00:00Z
8435; Incidents around a cabin near Grantsburg1985-10-01T12:00:00Z;1985-10-01T12:00:00Z
8438; Youths have nighttime sighting near North Webster2003-10-11T12:00:00Z;2003-10-11T12:00:00Z
8441; Couple has early morning sighting on Highway 105 very near the Trinity River2004-05-04T12:00:00Z;2004-05-04T12:00:00Z
8446; Three motorists have early morning road sighting near Hardin/Allen county line2004-03-25T12:00:00Z;2004-03-25T12:00:00Z
8450; Property owners hear loud vocalizations in early morning and have a possible sighting near Clearcreek Metro Park2004-04-03T12:00:00Z;2004-04-03T12:00:00Z
8454; Multiple witness sighting on Hwy. 16 near the Emanuel/Candler county line2004-04-01T12:00:00Z;2004-04-01T12:00:00Z
8463; Fisherman hears afternoon scream at Lake Alpine2001-11-01T12:00:00Z;2001-11-01T12:00:00Z
8487; Hiking boy has close encounter in High Sierra1972-09-15T12:00:00Z;1972-09-15T12:00:00Z
8494; A woman recounts her childhood sighting near Atwood Lake1976-08-01T12:00:00Z;1976-08-01T12:00:00Z
8502; New driver frightened into screaming as he passes huge creature walking along road2004-06-16T12:00:00Z;2004-06-16T12:00:00Z
8514; Husband and wife have nighttime road-crossing sighting1994-03-01T12:00:00Z;1994-03-01T12:00:00Z
8517; Pedestrian has nighttime sighting along the Red River2004-04-20T12:00:00Z;2004-04-20T12:00:00Z
8527;" Man has extraordinary close encounter while fishing near Huntington""";2004-04-23T12:00:00Z
8530;" Two men see unknown bipedal animal run across road near Pedernales River.""";2004-04-24T12:00:00Z
8543; Turkey hunter has close encounter with bigfoot in Kiamichi Mountains2004-04-30T12:00:00Z;2004-04-30T12:00:00Z
8547; Hog hunter watches bigfoot kill hog in Sabine River bottoms.2004-04-11T12:00:00Z;2004-04-11T12:00:00Z
8549;" Hunter is stalked by large loud unknown animal near Tehuacana Creek.""";2004-04-28T12:00:00Z
8561; Husband and wife hear early morning vocalizations near back of Myakka State Park2004-08-05T12:00:00Z;2004-08-05T12:00:00Z
8576; Man recalls seeing a sasquatch in the early evening near Great Falls1976-09-15T12:00:00Z;1976-09-15T12:00:00Z
8587;" A childhood encounter just outside of Wadsworth Ohio""";1976-09-01T12:00:00Z
8591; Oil well owner and rig hand have road crossing encounter.2004-05-03T12:00:00Z;2004-05-03T12:00:00Z
8595; Man has early morning sighting near Sly Park2003-09-01T12:00:00Z;2003-09-01T12:00:00Z
8597; Bigfoot crosses road in front of two teens going to school2004-07-03T12:00:00Z;2004-07-03T12:00:00Z
8598; Daylight Sighting by Hikers Near Bennett Mountain1986-07-01T12:00:00Z;1986-07-01T12:00:00Z
8621; Boy scout hears repeated screams1974-08-15T12:00:00Z;1974-08-15T12:00:00Z
8633; Trucker has nighttime sighting on Denton Hill east of Coudersport2004-05-09T12:00:00Z;2004-05-09T12:00:00Z
8635; Possible repeat approaches to a rural residence at night outside OPP2007-09-12T12:00:00Z;2007-09-12T12:00:00Z
8650;" Brothers hear unusual late-night vocalizations near Sly Park""";2004-05-10T12:00:00Z
8670; Hiker hears roar north of Alpental Ski Resort at Snow Lake2004-05-25T12:00:00Z;2004-05-25T12:00:00Z
8678;" Mother and sons have encounter with unidentified """"prowler.""""""2004-05-14T12:00:00Z";2004-05-14T12:00:00Z
8679; Adult recalls childhood sighting at dusk near Moody2004-09-30T12:00:00Z;2004-09-30T12:00:00Z
8680; Boys hear moaning call from bedroom window1980-07-27T12:00:00Z;1980-07-27T12:00:00Z
8685; Morning sighting in the Lukachukai Mountains of northeast Arizona1981-11-07T12:00:00Z;1981-11-07T12:00:00Z
8696; Nighttime sighting of gray upright animal near Kewanee1999-09-15T12:00:00Z;1999-09-15T12:00:00Z
8715; Motorist has nighttime sighting of animal along Interstate 75.2005-02-02T12:00:00Z;2005-02-02T12:00:00Z
8717; Snowmobilers have daylight sighting near Ashburnham1977-12-17T12:00:00Z;1977-12-17T12:00:00Z
8732; Motorist has late night sighting of a light colored creature on rural highway2005-01-30T12:00:00Z;2005-01-30T12:00:00Z
8735; Hikers Find Multiple Tracks Near Covelo2004-05-22T12:00:00Z;2004-05-22T12:00:00Z
8745;" One audible and two visual early evening encounters by a coastal witness near the North Fork of the Coquille River""";1949-08-15T12:00:00Z
8777; Boy observes sasquatch on hillside near Orting1998-09-15T12:00:00Z;1998-09-15T12:00:00Z
8778; A possible sighting of the River Styx monster crossing a small clearing2000-10-01T12:00:00Z;2000-10-01T12:00:00Z
8784; Residents Awakened by Early Morning Vocalizations1992-09-01T12:00:00Z;1992-09-01T12:00:00Z
8785; Family has series of experiences north of Steubenville off of State Route 2132004-05-01T12:00:00Z;2004-05-01T12:00:00Z
8790; Man sees an upright creature jump across wooded trail2004-06-03T12:00:00Z;2004-06-03T12:00:00Z
8792; Four nocturnal hikers get pelted with snow near Anchorage2003-12-12T12:00:00Z;2003-12-12T12:00:00Z
8796; Hunter experiences object throwing and vocalizations near Onego2001-10-16T12:00:00Z;2001-10-16T12:00:00Z
8797; Two boys find footprints on Harris River bank2001-05-13T12:00:00Z;2001-05-13T12:00:00Z
8804; Man has afternoon sighting and finds scat on his property near Flat River1997-11-15T12:00:00Z;1997-11-15T12:00:00Z
8811; Footprints found near Honobia2004-04-02T12:00:00Z;2004-04-02T12:00:00Z
8832;" While driving young woman has afternoon sighting near South Texas Project.""";2004-06-30T12:00:00Z
8836;" Brothers have sighting in their backyard during the """"Blizzard of 1978.""""""1978-02-05T12:00:00Z";1978-02-05T12:00:00Z
8843; Vocalizations heard and tracks found at Salt Fork State Park2004-04-17T12:00:00Z;2004-04-17T12:00:00Z
8857;" Mother and son endure frightening road encounter with hairy """"man-like"""" being.""";2004-06-15T12:00:00Z
8861; Boy scouts have possible encounter near Possum Kingdom Lake2004-10-31T12:00:00Z;2004-10-31T12:00:00Z
8868; Campers hear strange late night sounds near Florence Lake1998-07-01T12:00:00Z;1998-07-01T12:00:00Z
8880; Possible vocalization and camp stalking in Raven Cliffs Wilderness Area2005-06-15T12:00:00Z;2005-06-15T12:00:00Z
8888; Night time calls and footprints witnessed by several people northeast of Colton off Highway 2112004-06-20T12:00:00Z;2004-06-20T12:00:00Z
8890; Truck driver has daylight sighting on country road near Marys Home.2004-12-05T12:00:00Z;2004-12-05T12:00:00Z
8896;" At dusk swimmers hear vocalizations and whistles near Lake Oroville""";2004-06-21T12:00:00Z
8905; Three men have a late night encounter with a bi-pedal figure2005-07-27T12:00:00Z;2005-07-27T12:00:00Z
8913; Late night sighting by motorist2001-05-15T12:00:00Z;2001-05-15T12:00:00Z
8921; Possible daylight sighting near freeway outside Birmingham2006-06-03T12:00:00Z;2006-06-03T12:00:00Z
8935; Various occurences between Lake Kissimmee and Tiger Lake that may be BF-related1985-11-15T12:00:00Z;1985-11-15T12:00:00Z
8944; Mini-bike rider has afternoon encounter near Fulton1978-06-20T12:00:00Z;1978-06-20T12:00:00Z
8948;" In the early morning hunter observes rock throwing near Valsetz""";1991-10-15T12:00:00Z
8953; Multiple observations over three year span2003-03-01T12:00:00Z;2003-03-01T12:00:00Z
8972;" Possible vocalizations heard by residents in the """"Bridgewater Triangle""""""1979-07-13T12:00:00Z";1979-07-13T12:00:00Z
8978; Boys are chased on way home from bow hunting2001-09-15T12:00:00Z;2001-09-15T12:00:00Z
8983; Campers have morning sighting in Uwharrie National Forest2004-06-12T12:00:00Z;2004-06-12T12:00:00Z
8986;" While towing trailer to campsite family has mid-morning road encounter near Butte Falls""";2004-07-03T12:00:00Z
8999; Woman reports riverbank sighting2004-03-14T12:00:00Z;2004-03-14T12:00:00Z
9001; Possible howls heard near Thomaston2004-07-15T12:00:00Z;2004-07-15T12:00:00Z
9012; Vocalizations heard and animal observed near Hibbing.2004-07-17T12:00:00Z;2004-07-17T12:00:00Z
9018; Campers driven off mountain by unseen intruders2004-06-01T12:00:00Z;2004-06-01T12:00:00Z
9020; Camping family has auditory and olfactory encounter in early evening southeast of Dorena Lake2004-07-17T12:00:00Z;2004-07-17T12:00:00Z
9022;" While staying in cabins sleepers awakened in early morning by strange sounds and notice unusual smell in Appalachian foothills""";2004-07-18T12:00:00Z
9036; Three motorists have night time road encounter near Kenefick.2004-07-22T12:00:00Z;2004-07-22T12:00:00Z
9038;" While hunting in Sabine River bottoms two boys have daytime encounter""";2004-08-16T12:00:00Z
9042;" A woman has close sighting through living room window very near the Zaleski State Forest""";2004-06-20T12:00:00Z
9047; Morning dog walkers hear repeated vocalizations and find scat near Oak Harbor2002-10-15T12:00:00Z;2002-10-15T12:00:00Z
9051; Family hears strange sounds near West Point at dusk2004-07-24T12:00:00Z;2004-07-24T12:00:00Z
9069; Possible approaches to a boat ramp on Kootenay Lake1998-07-15T12:00:00Z;1998-07-15T12:00:00Z
9089;" While heading to cabin at 6 husband and wife have sighting near Wipsipinicon River""";2004-09-12T12:00:00Z
9109;" Couple has fleeting afternoon encounter near Barlow Pass""";2001-09-08T12:00:00Z
9113;" On the way to work motorists have morning road-cross encounter near Eglin""";2000-06-01T12:00:00Z
9121; Outdoorsman hears vocalizations near Tinkham Campground2004-07-22T12:00:00Z;2004-07-22T12:00:00Z
9128; Boy walking near Jim Creek in afternoon hears unknown vocalizations.2004-09-30T12:00:00Z;2004-09-30T12:00:00Z
9129; Man has close encounter very near the Grand River State Game Preserve2004-08-07T12:00:00Z;2004-08-07T12:00:00Z
9137; Route driver has early morning road encounter near Atlanta2004-08-10T12:00:00Z;2004-08-10T12:00:00Z
9142; Possible daylight sighting by bush pilot flying low over remote forest area outside Bissett2004-08-08T12:00:00Z;2004-08-08T12:00:00Z
9169;" While riding bicycle teenager has afternoon close encounter not far from Trinity River""";2004-08-19T12:00:00Z
9174; Man has nighttime sighting in his yard2004-08-08T12:00:00Z;2004-08-08T12:00:00Z
9175;" Just before daybreak camper hears loud vocalization near Lost Lake""";2004-08-18T12:00:00Z
9188;" While picnicking in early evening a couple has sighting at Salt Fork State Park""";2004-08-18T12:00:00Z
9197; Motorist surprises animal crossing freeway1980-09-07T12:00:00Z;1980-09-07T12:00:00Z
9202; Man remembers childhood daytime sighting along the Feather River1965-07-01T12:00:00Z;1965-07-01T12:00:00Z
9204;" While scouting hunter hears morning vocalization west of Scappoose""";2004-08-06T12:00:00Z
9212; Rural residents disturbed by nighttime activity near Buffalo Creek2004-05-12T12:00:00Z;2004-05-12T12:00:00Z
9218;" Just after sundown driver has sighting close to Carter Mountain""";1986-09-16T12:00:00Z
9245; Family has several sightings at a summer cabin near Winamac.2005-01-22T12:00:00Z;2005-01-22T12:00:00Z
9248; Hunter hears morning vocalization and has evening sighting north of Diamond Lake2004-08-28T12:00:00Z;2004-08-28T12:00:00Z
9254; Man working with wrecker has late night encounter in Tennessee woods.2004-11-22T12:00:00Z;2004-11-22T12:00:00Z
9274;" While driving home at night family has sighting not far from Sabine River.""";2004-09-06T12:00:00Z
9276; Several tracks found near County dump for Bandon2004-08-21T12:00:00Z;2004-08-21T12:00:00Z
9281; Man has an early morning sighting near Pleasant City2004-08-17T12:00:00Z;2004-08-17T12:00:00Z
9282; Two bipedal animals seen in the aftermath of Frances2004-12-03T12:00:00Z;2004-12-03T12:00:00Z
9283; Early morning sighting by motorist along the Eel River1992-07-12T12:00:00Z;1992-07-12T12:00:00Z
9289;" Elk hunter hears growl finds footprints feces.""";2004-08-31T12:00:00Z
9295;" Possible sighting by child and other incidents near Menomonee Falls""";1997-08-15T12:00:00Z
9296; Hunter has daytime sighting near Huntington Lake2001-10-25T12:00:00Z;2001-10-25T12:00:00Z
9305;" While riding ATV police officer has sighting in Sam Houston National Forest""";2004-09-12T12:00:00Z
9312; Woman and her husband have night time encounter near El Campo2004-09-12T12:00:00Z;2004-09-12T12:00:00Z
9313; Vocalizations heard near Rockingham2004-09-12T12:00:00Z;2004-09-12T12:00:00Z
9315; Boy sees a bigfoot while clearing land2002-04-29T12:00:00Z;2002-04-29T12:00:00Z
9317;" Driver on Alcan Highway has noon road encounter near Alaska-Canada border""";2004-06-18T12:00:00Z
9352;" Driver has daylight road-cross encounter near Chiloquin""";2004-09-19T12:00:00Z
9357; Workers have daytime sighting on Tule River Indian Reservation2000-05-01T12:00:00Z;2000-05-01T12:00:00Z
9367; Two family members have night time encounters near Navidad2004-09-22T12:00:00Z;2004-09-22T12:00:00Z
9368; Photographer hears early morning vocalizations near Lake Oroville2004-09-21T12:00:00Z;2004-09-21T12:00:00Z
9376;" While walking dog man has early evening encounter not far from Canadian River""";2004-09-24T12:00:00Z
9385; Former Special Forces soldier has late night sighting through window not far from Colorado River2004-10-03T12:00:00Z;2004-10-03T12:00:00Z
9387; Fisherman has afternoon encounter while bowfishing for gar in Sabine River bottom2004-09-26T12:00:00Z;2004-09-26T12:00:00Z
9391; Campers are greeted by tree-shaking display in afternoon near Molalla River2004-09-26T12:00:00Z;2004-09-26T12:00:00Z
9393; Driver has early morning encounter near Rice Hill1991-10-15T12:00:00Z;1991-10-15T12:00:00Z
9407; Two children discover small footprints frozen on the surface of a creek near Jackson.1984-01-14T12:00:00Z;1984-01-14T12:00:00Z
9436; Teenagers have night time sighting on Blackhawk Creek near Whitehouse.2004-10-03T12:00:00Z;2004-10-03T12:00:00Z
9438;" Couple hears back and forth vocalizations between 5 and 6 a.m. where the Harrison and Chehalis rivers join""";2004-10-04T12:00:00Z
9447; Unusual sounds heard near Enumclaw2003-04-05T12:00:00Z;2003-04-05T12:00:00Z
9465; Witness watches tall biped cross her backyard2005-07-14T12:00:00Z;2005-07-14T12:00:00Z
9475; Two turkey farmers have nighttime sighting near Jefferson2003-10-17T12:00:00Z;2003-10-17T12:00:00Z
9495; Grouse twice left on trail for hiker2004-12-27T12:00:00Z;2004-12-27T12:00:00Z
9502; Young horse rider has daytime sighting near Ash Grove.2004-12-05T12:00:00Z;2004-12-05T12:00:00Z
9506; Camping couple hears loud nighttime vocalizations near Knoll Lake.2004-10-08T12:00:00Z;2004-10-08T12:00:00Z
9507; Roadside sighting near Eureka Springs1994-07-16T12:00:00Z;1994-07-16T12:00:00Z
9510; Family and friends hear a late night vocalization from their home near Lake Sutherland2004-09-20T12:00:00Z;2004-09-20T12:00:00Z
9516; Woman recalls childhood sighting outside a cottage in the Southern Georgian Bay area.2007-01-29T12:00:00Z;2007-01-29T12:00:00Z
9534; Campers hear several types of early morning vocalizations near Diamond Lake2004-09-28T12:00:00Z;2004-09-28T12:00:00Z
9537; Two Motorists Have An Early Evening Sighting North of Mt. Gilead2002-08-15T12:00:00Z;2002-08-15T12:00:00Z
9544; Loud vocalization heard near gravel pit2004-08-31T12:00:00Z;2004-08-31T12:00:00Z
9545; Motorist has morning sighting on road outside Sweet Gum Head1988-12-01T12:00:00Z;1988-12-01T12:00:00Z
9546; Teens chased by upright running animal near Bradford1963-10-01T12:00:00Z;1963-10-01T12:00:00Z
9547; Early morning vocalizations heard on three consecutive days2004-06-04T12:00:00Z;2004-06-04T12:00:00Z
9555; Retired Law Enforcement Officer Has Daytime Sighting2004-08-16T12:00:00Z;2004-08-16T12:00:00Z
