cityName;stateID;stateName;country
Sunnyslope;WA;Washington;USA
Oakwood;OH;Ohio;USA
Cambrian Park;CA;California;USA
Seacliff;CA;California;USA
Toledo;OR;Oregon;USA
Canyon Creek;WA;Washington;USA
Lely;FL;Florida;USA
Pocono Woodland Lakes;PA;Pennsylvania;USA
Northern Cambria;PA;Pennsylvania;USA
Mahanoy City;PA;Pennsylvania;USA
Barceloneta;PR;Puerto Rico;USA
Hainesville;IL;Illinois;USA
Manor;PA;Pennsylvania;USA
Northfield;OH;Ohio;USA
Ozark;AR;Arkansas;USA
Shavano Park;TX;Texas;USA
Nowata;OK;Oklahoma;USA
Lake Providence;LA;Louisiana;USA
Pleasant Gap;PA;Pennsylvania;USA
Greentown;OH;Ohio;USA
Clifton Forge;VA;Virginia;USA
Bluffton;OH;Ohio;USA
Bajadero;PR;Puerto Rico;USA
Eastlawn Gardens;PA;Pennsylvania;USA
Six Mile Run;NJ;New Jersey;USA
Beaver Dam;KY;Kentucky;USA
San Manuel;AZ;Arizona;USA
Seymour;WI;Wisconsin;USA
Port St. Joe;FL;Florida;USA
Stanhope;NJ;New Jersey;USA
El Dorado Springs;MO;Missouri;USA
Silt;CO;Colorado;USA
Fort Defiance;AZ;Arizona;USA
Riverton;IL;Illinois;USA
Perham;MN;Minnesota;USA
Blackshear;GA;Georgia;USA
St. Augusta;MN;Minnesota;USA
Fulton;IL;Illinois;USA
Carey;OH;Ohio;USA
Dahlgren;VA;Virginia;USA
Gunnison;UT;Utah;USA
Centerville;TN;Tennessee;USA
Gibson;AR;Arkansas;USA
Shadyside;OH;Ohio;USA
Lake Isabella;CA;California;USA
Dry Ridge;OH;Ohio;USA
Gloucester Courthouse;VA;Virginia;USA
Cleveland;GA;Georgia;USA
Fairview;NC;North Carolina;USA
Tiger Point;FL;Florida;USA
Union City;IN;Indiana;USA
Pen Argyl;PA;Pennsylvania;USA
Waterloo;WI;Wisconsin;USA
Four Bridges;OH;Ohio;USA
Broken Bow;NE;Nebraska;USA
West Point;GA;Georgia;USA
Pine Hills;CA;California;USA
Avondale Estates;GA;Georgia;USA
River Road;NC;North Carolina;USA
Mattawa;WA;Washington;USA
Sauk City;WI;Wisconsin;USA
Milbank;SD;South Dakota;USA
Lake Lakengren;OH;Ohio;USA
Bardonia;NY;New York;USA
Moscow Mills;MO;Missouri;USA
Pelham;GA;Georgia;USA
Cloverdale;VA;Virginia;USA
Haviland;NY;New York;USA
Eveleth;MN;Minnesota;USA
Muttontown;NY;New York;USA
Pendleton;SC;South Carolina;USA
Elgin;OK;Oklahoma;USA
Benton City;WA;Washington;USA
Niantic;CT;Connecticut;USA
Josephine;TX;Texas;USA
Evergreen;AL;Alabama;USA
Lockland;OH;Ohio;USA
Durand;MI;Michigan;USA
Elroy;NC;North Carolina;USA
Windsor;NC;North Carolina;USA
Planada;CA;California;USA
St. James City;FL;Florida;USA
Mariemont;OH;Ohio;USA
Capitol View;SC;South Carolina;USA
Idyllwild-Pine Cove;CA;California;USA
Ketchum;ID;Idaho;USA
Huntington;TX;Texas;USA
Barrett;TX;Texas;USA
Myrtle Creek;OR;Oregon;USA
Black River Falls;WI;Wisconsin;USA
Oakland;FL;Florida;USA
Oxford;MI;Michigan;USA
Clifton;TX;Texas;USA
Spring City;PA;Pennsylvania;USA
Frederick;OK;Oklahoma;USA
Netcong;NJ;New Jersey;USA
Hawaiian Acres;HI;Hawaii;USA
Rollingwood;CA;California;USA
Flat Rock;NC;North Carolina;USA
West Point;NE;Nebraska;USA
Shenandoah;TX;Texas;USA
Pleasant Valley;WV;West Virginia;USA
Westway;TX;Texas;USA
Mifflinburg;PA;Pennsylvania;USA
Holden Heights;FL;Florida;USA
Plainview;MN;Minnesota;USA
Goulding;FL;Florida;USA
Lake Delton;WI;Wisconsin;USA
Welch;WV;West Virginia;USA
Manti;UT;Utah;USA
New Hampton;IA;Iowa;USA
Wrightsville;GA;Georgia;USA
Blanchard;LA;Louisiana;USA
Park City;TN;Tennessee;USA
Gibbstown;NJ;New Jersey;USA
Westville;IL;Illinois;USA
Lisbon;ME;Maine;USA
Campo;CA;California;USA
Beechwood;MS;Mississippi;USA
Hillsboro;MO;Missouri;USA
Kenedy;TX;Texas;USA
Leesburg;GA;Georgia;USA
Hot Springs;SD;South Dakota;USA
Horace;ND;North Dakota;USA
Sheridan;IN;Indiana;USA
Gothenburg;NE;Nebraska;USA
Merton;WI;Wisconsin;USA
Elba;AL;Alabama;USA
Tyro;NC;North Carolina;USA
Rochester;PA;Pennsylvania;USA
Alturas;FL;Florida;USA
Wellsboro;PA;Pennsylvania;USA
Nokomis;FL;Florida;USA
Mission Hills;CA;California;USA
Cascade Valley;WA;Washington;USA
Mountain View Acres;CA;California;USA
Crane;TX;Texas;USA
Hanover;MN;Minnesota;USA
Carrollton;MO;Missouri;USA
Benson;MN;Minnesota;USA
South Berwick;ME;Maine;USA
Sleepy Eye;MN;Minnesota;USA
Reno;TX;Texas;USA
Goldendale;WA;Washington;USA
Wadsworth;IL;Illinois;USA
Melody Hill;IN;Indiana;USA
Enochville;NC;North Carolina;USA
West Orange;TX;Texas;USA
Monte Sereno;CA;California;USA
New Baden;IL;Illinois;USA
Alexander;AR;Arkansas;USA
Welcome;NC;North Carolina;USA
Naranjito;PR;Puerto Rico;USA
Eagle Lake;TX;Texas;USA
Wallace;NC;North Carolina;USA
Yuma;CO;Colorado;USA
Grand Mound;WA;Washington;USA
Avalon;CA;California;USA
Port Ewen;NY;New York;USA
Newcomerstown;OH;Ohio;USA
Heflin;AL;Alabama;USA
Moreland Hills;OH;Ohio;USA
Princess Anne;MD;Maryland;USA
Melwood;MD;Maryland;USA
Maple Heights-Lake Desire;WA;Washington;USA
Loyalhanna;PA;Pennsylvania;USA
Elma Center;NY;New York;USA
Auburn;NE;Nebraska;USA
Alma;GA;Georgia;USA
Germantown Hills;IL;Illinois;USA
South Alamo;TX;Texas;USA
Orange;OH;Ohio;USA
Winnsboro;TX;Texas;USA
Hubbard;OR;Oregon;USA
Dunean;SC;South Carolina;USA
Lake of the Woods;AZ;Arizona;USA
Elma;WA;Washington;USA
Redwood;TX;Texas;USA
Wyncote;PA;Pennsylvania;USA
Marin City;CA;California;USA
St. Johns;AZ;Arizona;USA
Upper Greenwood Lake;NJ;New Jersey;USA
Ringgold;GA;Georgia;USA
Dalzell;SC;South Carolina;USA
Madison;OH;Ohio;USA
Central Park;WA;Washington;USA
Del Monte Forest;CA;California;USA
Summersville;WV;West Virginia;USA
Jewett City;CT;Connecticut;USA
North Wales;PA;Pennsylvania;USA
Gray;GA;Georgia;USA
Peshtigo;WI;Wisconsin;USA
Marysville;KS;Kansas;USA
Etna;PA;Pennsylvania;USA
Mount Angel;OR;Oregon;USA
Tomahawk;WI;Wisconsin;USA
Roland;OK;Oklahoma;USA
Teague;TX;Texas;USA
South Duxbury;MA;Massachusetts;USA
Meadowbrook;CA;California;USA
Pottsgrove;PA;Pennsylvania;USA
Sherwood;OH;Ohio;USA
Tashua;CT;Connecticut;USA
Clearwater;SC;South Carolina;USA
West Menlo Park;CA;California;USA
Montura;FL;Florida;USA
Carthage;NY;New York;USA
Abingdon;IL;Illinois;USA
Crystal River;FL;Florida;USA
Yountville;CA;California;USA
Dublin;TX;Texas;USA
Palo Cedro;CA;California;USA
West Point;VA;Virginia;USA
Cleves;OH;Ohio;USA
State Line;PA;Pennsylvania;USA
Moulton;AL;Alabama;USA
Coplay;PA;Pennsylvania;USA
Coleytown;CT;Connecticut;USA
North River Shores;FL;Florida;USA
Breckenridge;MN;Minnesota;USA
Malvern;PA;Pennsylvania;USA
Morongo Valley;CA;California;USA
Rio Dell;CA;California;USA
Vado;NM;New Mexico;USA
Fordyce;AR;Arkansas;USA
Holton;KS;Kansas;USA
Hobart;OK;Oklahoma;USA
Pine Grove;CA;California;USA
Kilauea;HI;Hawaii;USA
Somerville;TN;Tennessee;USA
Old Mystic;CT;Connecticut;USA
Hacienda San Jose;PR;Puerto Rico;USA
Frontenac;KS;Kansas;USA
Loxahatchee Groves;FL;Florida;USA
Water Valley;MS;Mississippi;USA
Burbank;WA;Washington;USA
Ebensburg;PA;Pennsylvania;USA
Vandalia;MO;Missouri;USA
Belville;NC;North Carolina;USA
Newcastle;WY;Wyoming;USA
Forks;WA;Washington;USA
Dewey;OK;Oklahoma;USA
Peralta;NM;New Mexico;USA
Millvale;PA;Pennsylvania;USA
Johnston City;IL;Illinois;USA
Rural Hall;NC;North Carolina;USA
Waldron;AR;Arkansas;USA
Llano;TX;Texas;USA
Pickens;SC;South Carolina;USA
Springdale;PA;Pennsylvania;USA
Essexville;MI;Michigan;USA
Farmerville;LA;Louisiana;USA
Altavista;VA;Virginia;USA
Grangeville;ID;Idaho;USA
Slippery Rock;PA;Pennsylvania;USA
Clare;MI;Michigan;USA
North Plains;OR;Oregon;USA
Rio Grande;NJ;New Jersey;USA
Level Park-Oak Park;MI;Michigan;USA
Ponce Inlet;FL;Florida;USA
Claryville;KY;Kentucky;USA
New Haven;MO;Missouri;USA
Saddle River;NJ;New Jersey;USA
Blackstone;VA;Virginia;USA
Bunkie;LA;Louisiana;USA
Hahira;GA;Georgia;USA
West Lake Hills;TX;Texas;USA
Freedom;CA;California;USA
Key Center;WA;Washington;USA
Lake Royale;NC;North Carolina;USA
Mount Oliver;PA;Pennsylvania;USA
Parker;AZ;Arizona;USA
Red Oak;NC;North Carolina;USA
Madera Ranchos;CA;California;USA
Robins;IA;Iowa;USA
Bunnell;FL;Florida;USA
Ahtanum;WA;Washington;USA
Story City;IA;Iowa;USA
Annandale;MN;Minnesota;USA
Ingram;PA;Pennsylvania;USA
Dandridge;TN;Tennessee;USA
Newburgh;IN;Indiana;USA
Milton;DE;Delaware;USA
Woodbourne;PA;Pennsylvania;USA
Blanding;UT;Utah;USA
Mayfield;OH;Ohio;USA
Ohioville;PA;Pennsylvania;USA
Rayville;LA;Louisiana;USA
Haworth;NJ;New Jersey;USA
Dilley;TX;Texas;USA
Lake Park;NC;North Carolina;USA
Union Springs;AL;Alabama;USA
Nesquehoning;PA;Pennsylvania;USA
Lake Cherokee;TX;Texas;USA
Hartford;SD;South Dakota;USA
Lewes;DE;Delaware;USA
Ossian;IN;Indiana;USA
Ocilla;GA;Georgia;USA
Avery Creek;NC;North Carolina;USA
SUNY Oswego;NY;New York;USA
Johnson Creek;WI;Wisconsin;USA
Gallipolis;OH;Ohio;USA
Welsh;LA;Louisiana;USA
Morada;CA;California;USA
Groveville;NJ;New Jersey;USA
Harvey;MI;Michigan;USA
Salem Heights;OH;Ohio;USA
Helemano;HI;Hawaii;USA
Williamsburg;IA;Iowa;USA
Grasonville;MD;Maryland;USA
Wellford;SC;South Carolina;USA
Liberty;SC;South Carolina;USA
East Rockingham;NC;North Carolina;USA
Lordstown;OH;Ohio;USA
Hominy;OK;Oklahoma;USA
Montgomery;MN;Minnesota;USA
La Blanca;TX;Texas;USA
Port Hadlock-Irondale;WA;Washington;USA
Jefferson;OR;Oregon;USA
Ellsworth;WI;Wisconsin;USA
Mountain View;NC;North Carolina;USA
West End-Cobb Town;AL;Alabama;USA
Newbern;TN;Tennessee;USA
Buffalo;MO;Missouri;USA
Jefferson;OH;Ohio;USA
Val Verde Park;TX;Texas;USA
Knoxville;IL;Illinois;USA
Hartville;OH;Ohio;USA
Paw Paw;MI;Michigan;USA
Halfway House;PA;Pennsylvania;USA
Petersburg;AK;Alaska;USA
Bandon;OR;Oregon;USA
Dillonvale;OH;Ohio;USA
Plymouth;NC;North Carolina;USA
Vinton;LA;Louisiana;USA
Berwyn Heights;MD;Maryland;USA
Weaver;AL;Alabama;USA
Celada;PR;Puerto Rico;USA
Caban;PR;Puerto Rico;USA
Cutten;CA;California;USA
Cordes Lakes;AZ;Arizona;USA
Chandler;TX;Texas;USA
Elizabethtown;NC;North Carolina;USA
Marietta-Alderwood;WA;Washington;USA
West Sand Lake;NY;New York;USA
Chincoteague;VA;Virginia;USA
Guayanilla;PR;Puerto Rico;USA
Jackson;MN;Minnesota;USA
Aurora;IN;Indiana;USA
Venice Gardens;FL;Florida;USA
Dennis Port;MA;Massachusetts;USA
Presidio;TX;Texas;USA
Bennett;CO;Colorado;USA
Livingston;AL;Alabama;USA
Iowa;LA;Louisiana;USA
Blountstown;FL;Florida;USA
Spencer;NC;North Carolina;USA
Beaver Dam Lake;NY;New York;USA
Milford;IA;Iowa;USA
Putney;GA;Georgia;USA
Muldrow;OK;Oklahoma;USA
Brillion;WI;Wisconsin;USA
Shannondale;WV;West Virginia;USA
San Antonio Heights;CA;California;USA
Macon;MS;Mississippi;USA
Val Verde;CA;California;USA
Pistakee Highlands;IL;Illinois;USA
Kincheloe;MI;Michigan;USA
Feather Sound;FL;Florida;USA
Linwood;PA;Pennsylvania;USA
Greenwood;PA;Pennsylvania;USA
South Jacksonville;IL;Illinois;USA
Paoli;IN;Indiana;USA
Holiday Shores;IL;Illinois;USA
East Richmond Heights;CA;California;USA
Tierras Nuevas Poniente;PR;Puerto Rico;USA
Moose Lake;MN;Minnesota;USA
Lake Erie Beach;NY;New York;USA
Golden Grove;SC;South Carolina;USA
Zephyrhills North;FL;Florida;USA
Thiensville;WI;Wisconsin;USA
North Fork;CA;California;USA
Williams;AZ;Arizona;USA
Redwood;OR;Oregon;USA
Boscobel;WI;Wisconsin;USA
Mannford;OK;Oklahoma;USA
Desert View Highlands;CA;California;USA
Hamburg;NJ;New Jersey;USA
Chattahoochee Hills;GA;Georgia;USA
Humboldt Hill;CA;California;USA
Athens;PA;Pennsylvania;USA
Carrollton;OH;Ohio;USA
West Wyomissing;PA;Pennsylvania;USA
Abernathy;TX;Texas;USA
Ely;MN;Minnesota;USA
Blountville;TN;Tennessee;USA
Clarence Center;NY;New York;USA
Algona;WA;Washington;USA
Masontown;PA;Pennsylvania;USA
Pleasant Hill;PA;Pennsylvania;USA
Dover Base Housing;DE;Delaware;USA
North Hartsville;SC;South Carolina;USA
Tusculum;TN;Tennessee;USA
Ravena;NY;New York;USA
Waller;TX;Texas;USA
Penbrook;PA;Pennsylvania;USA
Hilltop;SC;South Carolina;USA
Day Valley;CA;California;USA
Carlyle;IL;Illinois;USA
Orofino;ID;Idaho;USA
Toa Alta;PR;Puerto Rico;USA
Louisiana;MO;Missouri;USA
Macungie;PA;Pennsylvania;USA
Dover;FL;Florida;USA
Geneva;FL;Florida;USA
Sugar Creek;MO;Missouri;USA
West Liberty;KY;Kentucky;USA
Minerva;OH;Ohio;USA
Hiawatha;KS;Kansas;USA
Hansville;WA;Washington;USA
Cashmere;WA;Washington;USA
Centerville;PA;Pennsylvania;USA
El Cerro;NM;New Mexico;USA
Magnolia;MS;Mississippi;USA
Hodgenville;KY;Kentucky;USA
Havana;IL;Illinois;USA
Morganfield;KY;Kentucky;USA
Aguas Buenas;PR;Puerto Rico;USA
Ridgewood;IL;Illinois;USA
Yorkville;WI;Wisconsin;USA
Howards Grove;WI;Wisconsin;USA
Hogansville;GA;Georgia;USA
Carmel-by-the-Sea;CA;California;USA
Rush City;MN;Minnesota;USA
Winnsboro;SC;South Carolina;USA
Escatawpa;MS;Mississippi;USA
Trafford;PA;Pennsylvania;USA
Coronita;CA;California;USA
Washoe Valley;NV;Nevada;USA
Mount Shasta;CA;California;USA
Barton Creek;TX;Texas;USA
Aguada;PR;Puerto Rico;USA
Tallapoosa;GA;Georgia;USA
Springtown;TX;Texas;USA
Big Lake;AK;Alaska;USA
Willcox;AZ;Arizona;USA
Rockwood;MI;Michigan;USA
Gleed;WA;Washington;USA
Eagle Lake;MN;Minnesota;USA
Emerald Lakes;PA;Pennsylvania;USA
Hayfork;CA;California;USA
Algoma;WI;Wisconsin;USA
Hoosick Falls;NY;New York;USA
Chenango Bridge;NY;New York;USA
Oak Trail Shores;TX;Texas;USA
Sherwood;WI;Wisconsin;USA
Dundee;OR;Oregon;USA
Le Roy;IL;Illinois;USA
Mount Penn;PA;Pennsylvania;USA
Brodhead;WI;Wisconsin;USA
Garnett;KS;Kansas;USA
Perkins;OK;Oklahoma;USA
Vine Hill;CA;California;USA
Hanceville;AL;Alabama;USA
East Brewton;AL;Alabama;USA
Blairsville;PA;Pennsylvania;USA
Shorewood Forest;IN;Indiana;USA
Stanton;KY;Kentucky;USA
Paris;AR;Arkansas;USA
Melbourne Beach;FL;Florida;USA
Blissfield;MI;Michigan;USA
Brackenridge;PA;Pennsylvania;USA
Cleveland;OK;Oklahoma;USA
Hideaway;TX;Texas;USA
Crestview Hills;KY;Kentucky;USA
Pemberwick;CT;Connecticut;USA
Cottondale;AL;Alabama;USA
Gowanda;NY;New York;USA
Leisuretowne;NJ;New Jersey;USA
Red Bay;AL;Alabama;USA
Wesleyville;PA;Pennsylvania;USA
Virden;IL;Illinois;USA
Oakridge;OR;Oregon;USA
Glasgow;MT;Montana;USA
Burgaw;NC;North Carolina;USA
Warrior;AL;Alabama;USA
Sandia Heights;NM;New Mexico;USA
Sleepy Hollow;IL;Illinois;USA
Pine City;MN;Minnesota;USA
Lake Nacimiento;CA;California;USA
Nyssa;OR;Oregon;USA
Kingstree;SC;South Carolina;USA
Northwest Harwinton;CT;Connecticut;USA
Hardwick;GA;Georgia;USA
Corning;AR;Arkansas;USA
Village Shires;PA;Pennsylvania;USA
Monmouth Beach;NJ;New Jersey;USA
Lodi;WI;Wisconsin;USA
Buckhorn;CA;California;USA
Wrightstown;WI;Wisconsin;USA
Barbourville;KY;Kentucky;USA
Paloma Creek;TX;Texas;USA
Cassville;MO;Missouri;USA
Gillespie;IL;Illinois;USA
San Castle;FL;Florida;USA
Ladysmith;WI;Wisconsin;USA
Ferriday;LA;Louisiana;USA
Marienville;PA;Pennsylvania;USA
Newton;MS;Mississippi;USA
Country Club;MO;Missouri;USA
Reliez Valley;CA;California;USA
Sharpsburg;PA;Pennsylvania;USA
Big Coppitt Key;FL;Florida;USA
Indian Hills;TX;Texas;USA
Burney;CA;California;USA
Los Prados;PR;Puerto Rico;USA
Mineral Springs;NC;North Carolina;USA
Burlington;CO;Colorado;USA
Mountain Home AFB;ID;Idaho;USA
West Burlington;IA;Iowa;USA
Fairchild AFB;WA;Washington;USA
Blue Earth;MN;Minnesota;USA
Brightwaters;NY;New York;USA
Alamo;GA;Georgia;USA
Crest;CA;California;USA
Lake Land'Or;VA;Virginia;USA
Baldwyn;MS;Mississippi;USA
Monroe City;MO;Missouri;USA
Grantville;GA;Georgia;USA
Moosup;CT;Connecticut;USA
Lanai City;HI;Hawaii;USA
Port Monmouth;NJ;New Jersey;USA
Red Rock;AZ;Arizona;USA
Cuba;MO;Missouri;USA
Moundville;AL;Alabama;USA
Tipton;CA;California;USA
Port Washington North;NY;New York;USA
Fairfield University;CT;Connecticut;USA
Daleville;VA;Virginia;USA
Kelly Ridge;CA;California;USA
Larned;KS;Kansas;USA
Valley View;PA;Pennsylvania;USA
Moss Beach;CA;California;USA
Williston Highlands;FL;Florida;USA
Acushnet Center;MA;Massachusetts;USA
Bishop;TX;Texas;USA
Agua Dulce;CA;California;USA
McDonald;OH;Ohio;USA
Atoka;OK;Oklahoma;USA
Park Hills;KY;Kentucky;USA
North Middletown;NJ;New Jersey;USA
Millersburg;OH;Ohio;USA
Wanakah;NY;New York;USA
East Dundee;IL;Illinois;USA
Warm Beach;WA;Washington;USA
Denmark;SC;South Carolina;USA
Byrnes Mill;MO;Missouri;USA
Sabana Hoyos;PR;Puerto Rico;USA
Zillah;WA;Washington;USA
Nags Head;NC;North Carolina;USA
Corydon;IN;Indiana;USA
Wilder;KY;Kentucky;USA
Carrabelle;FL;Florida;USA
East Greenville;PA;Pennsylvania;USA
Orchard City;CO;Colorado;USA
St. Paul;MO;Missouri;USA
Greenwood;LA;Louisiana;USA
Kekaha;HI;Hawaii;USA
Strasburg;CO;Colorado;USA
Salmon;ID;Idaho;USA
Wayne Heights;PA;Pennsylvania;USA
Mount Morris;MI;Michigan;USA
Oracle;AZ;Arizona;USA
Brimfield;OH;Ohio;USA
Georgetown;IL;Illinois;USA
Nevada City;CA;California;USA
Pottsville;AR;Arkansas;USA
New Holstein;WI;Wisconsin;USA
Combes;TX;Texas;USA
Minden;NV;Nevada;USA
Lincoln Heights;OH;Ohio;USA
Lebanon;VA;Virginia;USA
Stirling;NJ;New Jersey;USA
Grand Saline;TX;Texas;USA
South Hempstead;NY;New York;USA
Mount Healthy Heights;OH;Ohio;USA
Maybrook;NY;New York;USA
Lakewood;SC;South Carolina;USA
Bath;MI;Michigan;USA
Sewell;NJ;New Jersey;USA
Port Richey;FL;Florida;USA
Tipton;IA;Iowa;USA
Ashland;NE;Nebraska;USA
Mobridge;SD;South Dakota;USA
Ocean Grove;NJ;New Jersey;USA
Woodlawn Beach;FL;Florida;USA
Marion;AL;Alabama;USA
Churchill;PA;Pennsylvania;USA
Tybee Island;GA;Georgia;USA
Beach City;TX;Texas;USA
Soda Springs;ID;Idaho;USA
Wewoka;OK;Oklahoma;USA
Erda;UT;Utah;USA
Saluda;SC;South Carolina;USA
Hollywood Park;TX;Texas;USA
Lake Wilderness;VA;Virginia;USA
San Saba;TX;Texas;USA
Arlington Heights;WA;Washington;USA
South Beach;FL;Florida;USA
North Barrington;IL;Illinois;USA
Bermuda Run;NC;North Carolina;USA
Red Springs;NC;North Carolina;USA
Menlo Park Terrace;NJ;New Jersey;USA
Iuka;MS;Mississippi;USA
Summit Hill;PA;Pennsylvania;USA
Early;TX;Texas;USA
Henrietta;TX;Texas;USA
Salunga;PA;Pennsylvania;USA
Lutcher;LA;Louisiana;USA
Hicksville;OH;Ohio;USA
Lesslie;SC;South Carolina;USA
Piney Point Village;TX;Texas;USA
Lakeshore;LA;Louisiana;USA
Karnes City;TX;Texas;USA
Triana;AL;Alabama;USA
Bethany;MO;Missouri;USA
Proctor;MN;Minnesota;USA
Glenville;CT;Connecticut;USA
Gambrills;MD;Maryland;USA
Eagle Lake;FL;Florida;USA
Green Level;NC;North Carolina;USA
Tishomingo;OK;Oklahoma;USA
Hortonville;WI;Wisconsin;USA
Wellsville;OH;Ohio;USA
Cuthbert;GA;Georgia;USA
Rainbow Lakes Estates;FL;Florida;USA
Clyde Hill;WA;Washington;USA
Yerington;NV;Nevada;USA
Wyoming;PA;Pennsylvania;USA
Myerstown;PA;Pennsylvania;USA
Wildwood Crest;NJ;New Jersey;USA
Edgewood;PA;Pennsylvania;USA
Konterra;MD;Maryland;USA
Ingalls Park;IL;Illinois;USA
South Dennis;MA;Massachusetts;USA
Fairport Harbor;OH;Ohio;USA
Minden;NE;Nebraska;USA
Gloverville;SC;South Carolina;USA
Louisburg;NC;North Carolina;USA
Hoschton;GA;Georgia;USA
Andrews AFB;MD;Maryland;USA
Smithville-Sanders;IN;Indiana;USA
Biscayne Park;FL;Florida;USA
Southern Shores;NC;North Carolina;USA
Mount Pocono;PA;Pennsylvania;USA
Port Ludlow;WA;Washington;USA
Moonachie;NJ;New Jersey;USA
Santa Rosa;TX;Texas;USA
Raymond;WA;Washington;USA
Mount Hope;NJ;New Jersey;USA
Kotzebue;AK;Alaska;USA
McSherrystown;PA;Pennsylvania;USA
Vivian;LA;Louisiana;USA
Lucerne;CA;California;USA
Pitcairn;PA;Pennsylvania;USA
Shady Cove;OR;Oregon;USA
Ripley;WV;West Virginia;USA
New York Mills;NY;New York;USA
Beloit;KS;Kansas;USA
Holualoa;HI;Hawaii;USA
Hartsdale;NY;New York;USA
Wallburg;NC;North Carolina;USA
Ellsworth;KS;Kansas;USA
Woodville;TX;Texas;USA
Syracuse;IN;Indiana;USA
Bushnell;FL;Florida;USA
Prescott;AR;Arkansas;USA
Okemah;OK;Oklahoma;USA
Calais;ME;Maine;USA
Needville;TX;Texas;USA
Upland;PA;Pennsylvania;USA
Annetta;TX;Texas;USA
Underwood-Petersville;AL;Alabama;USA
Holmes Beach;FL;Florida;USA
Chico;WA;Washington;USA
Snowmass Village;CO;Colorado;USA
South Vacherie;LA;Louisiana;USA
Cadiz;OH;Ohio;USA
Bamberg;SC;South Carolina;USA
Natalbany;LA;Louisiana;USA
Eagle Crest;OR;Oregon;USA
Unadilla;GA;Georgia;USA
Tama;IA;Iowa;USA
Tuxedo;NY;New York;USA
Port Aransas;TX;Texas;USA
Walsenburg;CO;Colorado;USA
Arbuckle;CA;California;USA
Eielson AFB;AK;Alaska;USA
South Pittsburg;TN;Tennessee;USA
Attica;IN;Indiana;USA
Oostburg;WI;Wisconsin;USA
Bethel Acres;OK;Oklahoma;USA
Bayshore;NC;North Carolina;USA
Gladwin;MI;Michigan;USA
Garner;IA;Iowa;USA
Sale Creek;TN;Tennessee;USA
East Syracuse;NY;New York;USA
Beulah;ND;North Dakota;USA
Nicholls;GA;Georgia;USA
Dadeville;AL;Alabama;USA
Cut Bank;MT;Montana;USA
Wormleysburg;PA;Pennsylvania;USA
Canton;SD;South Dakota;USA
Lawnside;NJ;New Jersey;USA
Las Lomas;CA;California;USA
Keowee Key;SC;South Carolina;USA
DeQuincy;LA;Louisiana;USA
Shelby;MT;Montana;USA
Sherrill;NY;New York;USA
Corunna;MI;Michigan;USA
Kachina Village;AZ;Arizona;USA
Cactus;TX;Texas;USA
West Fork;AR;Arkansas;USA
Wolfdale;PA;Pennsylvania;USA
Waialua;HI;Hawaii;USA
Valhalla;NY;New York;USA
Burnettown;SC;South Carolina;USA
La Luisa;PR;Puerto Rico;USA
Kingman;KS;Kansas;USA
Greens Farms;CT;Connecticut;USA
Onalaska;TX;Texas;USA
Doylestown;OH;Ohio;USA
Checotah;OK;Oklahoma;USA
Amesti;CA;California;USA
Cornwall-on-Hudson;NY;New York;USA
Windermere;FL;Florida;USA
Dixon Lane-Meadow Creek;CA;California;USA
Minster;OH;Ohio;USA
Wind Gap;PA;Pennsylvania;USA
Montezuma;GA;Georgia;USA
Double Oak;TX;Texas;USA
Covington;IN;Indiana;USA
Sloatsburg;NY;New York;USA
El Lago;TX;Texas;USA
Pine Mountain Lake;CA;California;USA
Chaffee;MO;Missouri;USA
Potterville;MI;Michigan;USA
Parowan;UT;Utah;USA
DeCordova;TX;Texas;USA
Williamson;WV;West Virginia;USA
Tilton Northfield;NH;New Hampshire;USA
Port Angeles East;WA;Washington;USA
Central City;NE;Nebraska;USA
Bal Harbour;FL;Florida;USA
Pines Lake;NJ;New Jersey;USA
Somerset;WI;Wisconsin;USA
El Verano;CA;California;USA
Oak Ridge North;TX;Texas;USA
Momence;IL;Illinois;USA
Marshall;VA;Virginia;USA
Commercial Point;OH;Ohio;USA
Green Forest;AR;Arkansas;USA
Rancho Santa Fe;CA;California;USA
Valley;NE;Nebraska;USA
Auberry;CA;California;USA
Milaca;MN;Minnesota;USA
Deer Lodge;MT;Montana;USA
Crown Heights;NY;New York;USA
Ocala Estates;FL;Florida;USA
National Park;NJ;New Jersey;USA
Smithsburg;MD;Maryland;USA
Nocona;TX;Texas;USA
Greenwood Lake;NY;New York;USA
Tonkawa;OK;Oklahoma;USA
Nashville;IL;Illinois;USA
Bad Axe;MI;Michigan;USA
Mansfield;PA;Pennsylvania;USA
Monument Beach;MA;Massachusetts;USA
Walbridge;OH;Ohio;USA
Richville;OH;Ohio;USA
Ridgemark;CA;California;USA
Country Squire Lakes;IN;Indiana;USA
Shenandoah;VA;Virginia;USA
Eunice;NM;New Mexico;USA
Huguley;AL;Alabama;USA
Solon;IA;Iowa;USA
Ridgecrest;FL;Florida;USA
Kenova;WV;West Virginia;USA
Little Flock;AR;Arkansas;USA
Cedar Grove;FL;Florida;USA
Dixmoor;IL;Illinois;USA
Lake Lotawana;MO;Missouri;USA
DeWitt;AR;Arkansas;USA
Indialantic;FL;Florida;USA
Olney;TX;Texas;USA
Brownstown;IN;Indiana;USA
Fairbanks Ranch;CA;California;USA
Vassar College;NY;New York;USA
